Registry name,Weight,Hunger,Saturation,Display name,Ore Dict keys,Mod name,Item ID
harvestcraft:chocolatecaramelfudgeitem,4.0,2,1.2,Chocolate Caramel Fudge,['ore:foodChocolatecaramelfudge'],Pam's HarvestCraft,9492
harvestcraft:chocolatecherryitem,3.0,2,1.2,Chocolate Cherry,['ore:foodChocolatecherry'],Pam's HarvestCraft,9246
harvestcraft:chocolatecoconutbaritem,3.0,2,1.2,Chocolate Coconut Bar,['ore:foodChocolatecoconutbar'],Pam's HarvestCraft,9832
harvestcraft:chocolatecupcakeitem,6.0,8,1.2,Chocolate Cupcake,['ore:foodChocolatecupcake'],Pam's HarvestCraft,9789
harvestcraft:chocolatedonutitem,2.0,5,1.2,Chocolate Donut,['ore:foodChocolatedonut'],Pam's HarvestCraft,9334
harvestcraft:chocolateicecreamitem,6.0,4,1.2,Chocolate Ice Cream,['ore:foodChocolateicecream'],Pam's HarvestCraft,9172
harvestcraft:chocolatemilkitem,2.0,2,1.2,Chocolate Milk,['ore:foodChocolatemilk'],Pam's HarvestCraft,9357
harvestcraft:chocolatemilkshakeitem,4.0,3,1.2,Chocolate Milkshake,['ore:foodChocolatemilkshake'],Pam's HarvestCraft,9547
harvestcraft:chocolateorangeitem,3.0,2,1.2,Chocolate Orange,['ore:foodChocolateorange'],Pam's HarvestCraft,9720
harvestcraft:chocolatepuddingitem,4.0,3,1.2,Chocolate Pudding,['ore:foodChocolatepudding'],Pam's HarvestCraft,9804
harvestcraft:chocolaterollitem,4.0,3,1.2,Chocolate Roll,['ore:foodChocolateroll'],Pam's HarvestCraft,9608
harvestcraft:chocolatestrawberryitem,3.0,2,1.2,Chocolate Strawberry,['ore:foodChocolatestrawberry'],Pam's HarvestCraft,9201
harvestcraft:chocolateyogurtitem,3.0,2,1.2,Chocolate Yogurt,"['ore:foodChocolateyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9353
harvestcraft:chocovoxelsitem,5.0,2,1.2,Choco Voxels Cereal,['ore:foodChocovoxels'],Pam's HarvestCraft,9640
harvestcraft:chorizoitem,6.0,5,1.2,Chorizo,['ore:foodchorizo'],Pam's HarvestCraft,9530
harvestcraft:chorusfruitsoupitem,2.0,4,1.2,Chorus Fruit Soup,['ore:foodChorusfruitsoup'],Pam's HarvestCraft,9750
harvestcraft:cinnamonappleoatmealitem,4.0,3,1.2,Cinnamon Apple Oatmeal,['ore:foodCinnamonappleoatmeal'],Pam's HarvestCraft,9486
harvestcraft:cinnamonbreaditem,4.0,6,1.2,Cinnamon Bread,['ore:foodCinnamonbread'],Pam's HarvestCraft,9857
harvestcraft:cinnamonitem,1.0,1,0.6,Cinnamon,"['ore:cropCinnamon', 'ore:sweetHerb']",Pam's HarvestCraft,9024
harvestcraft:cinnamonrollitem,4.0,5,1.2,Cinnamon Roll,['ore:foodCinnamonroll'],Pam's HarvestCraft,9330
harvestcraft:cinnamonsugardonutitem,3.0,7,1.2,Cinnamon Sugar Donut,['ore:foodCinnamonsugardonut'],Pam's HarvestCraft,9362
harvestcraft:cinnamontoastitem,5.0,7,1.2,Cinnamon Toast,['ore:foodCinnamontoast'],Pam's HarvestCraft,9641
harvestcraft:citrussaladitem,3.0,2,1.2,Citrus Salad,['ore:foodCitrussalad'],Pam's HarvestCraft,9471
harvestcraft:clamchowderitem,10.0,10,1.2,Clam Chowder,['ore:foodClamchowder'],Pam's HarvestCraft,9910
harvestcraft:clamcookeditem,2.0,2,1.2,Cooked Clam,['ore:foodClamcooked'],Pam's HarvestCraft,9516
harvestcraft:clamrawitem,1.0,1,0.6,Raw Clam,['ore:foodClamraw'],Pam's HarvestCraft,10006
harvestcraft:cobblestonecobbleritem,4.0,6,1.2,Cobblestone Cobbler,['ore:foodCobblestonecobbler'],Pam's HarvestCraft,9739
harvestcraft:coconutcreamitem,2.0,2,1.2,Coconut Cream,['ore:foodCoconutcream'],Pam's HarvestCraft,9610
harvestcraft:coconutitem,1.0,1,0.6,Coconut,['ore:cropCoconut'],Pam's HarvestCraft,8988
harvestcraft:coconutmilkitem,2.0,1,1.2,Coconut Milk,['ore:foodCoconutmilk'],Pam's HarvestCraft,9312
harvestcraft:coconutshrimpitem,6.0,7,1.2,Coconut Shrimp,['ore:foodCoconutshrimp'],Pam's HarvestCraft,9314
harvestcraft:coconutsmoothieitem,3.0,3,1.2,Coconut Smoothie,"['ore:foodCoconutsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9595
harvestcraft:coconutyogurtitem,3.0,2,1.2,Coconut Yogurt,"['ore:foodCoconutyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9315
harvestcraft:coffeebeanitem,1.0,1,0.6,Coffee Beans,['ore:cropCoffee'],Pam's HarvestCraft,8787
harvestcraft:coffeeconlecheitem,4.0,6,1.2,Coffee con Leche,['ore:foodCoffeeconleche'],Pam's HarvestCraft,9253
harvestcraft:coffeecupcakeitem,6.0,8,1.2,Coffee Cupcake,['ore:foodCoffeecupcake'],Pam's HarvestCraft,9797
harvestcraft:coffeeitem,2.0,2,1.2,Cup of Coffee,['ore:foodCoffee'],Pam's HarvestCraft,9098
harvestcraft:colasodaitem,4.0,3,1.2,Cola Soda,"['ore:foodColasoda', 'ore:listAllsoda']",Pam's HarvestCraft,9426
harvestcraft:coleslawburgeritem,11.0,10,1.2,Coleslaw Burger,['ore:foodColeslawburger'],Pam's HarvestCraft,9905
harvestcraft:coleslawitem,5.0,4,1.2,Coleslaw,['ore:foodColeslaw'],Pam's HarvestCraft,9531
harvestcraft:cookedgrubitem,2.0,2,0.6,Cooked Grub,['ore:listAllmeatcooked'],Pam's HarvestCraft,9983
harvestcraft:cookedtofabbititem,2.0,2,1.2,Cooked Tofabbit,"['ore:listAllmeatcooked', 'ore:listAllrabbitcooked', 'ore:listAlltofu']",Pam's HarvestCraft,9885
harvestcraft:cookedtofaconitem,2.0,2,1.2,Cooked Tofacon,"['ore:listAllmeatcooked', 'ore:listAllporkcooked', 'ore:listAlltofu']",Pam's HarvestCraft,9880
harvestcraft:cookedtofeakitem,2.0,2,1.2,Cooked Tofeak,"['ore:listAllbeefcooked', 'ore:listAllmeatcooked', 'ore:listAlltofu']",Pam's HarvestCraft,9879
harvestcraft:cookedtofeegitem,1.0,2,1.2,Cooked Tofeeg,['ore:'],Pam's HarvestCraft,9882
harvestcraft:cookedtofenisonitem,2.0,2,1.2,Cooked Tofenison,"['ore:listAllmeatcooked', 'ore:listAlltofu', 'ore:listAllvenisoncooked']",Pam's HarvestCraft,9887
harvestcraft:cookedtofickenitem,2.0,2,1.2,Cooked Toficken,"['ore:listAllchickencooked', 'ore:listAllmeatcooked', 'ore:listAlltofu']",Pam's HarvestCraft,9884
harvestcraft:cookedtofishitem,2.0,2,1.2,Cooked Tofish,['ore:listAllfishcooked'],Pam's HarvestCraft,9881
harvestcraft:cookedtofuduckitem,2.0,2,0.6,Cooked Tofuduck,"['ore:listAllduckcooked', 'ore:listAllmeatcooked', 'ore:listAlltofu']",Pam's HarvestCraft,9888
harvestcraft:cookedtofurkeyitem,2.0,2,1.2,Cooked Tofurkey,"['ore:listAllmeatcooked', 'ore:listAlltofu', 'ore:listAllturkeycooked']",Pam's HarvestCraft,9886
harvestcraft:cookedtofuttonitem,2.0,2,1.2,Cooked Tofutton,"['ore:listAllmeatcooked', 'ore:listAllmuttoncooked', 'ore:listAlltofu']",Pam's HarvestCraft,9883
harvestcraft:cookiesandmilkitem,10.0,2,1.2,Cookies and Milk,['ore:foodCookiesandmilk'],Pam's HarvestCraft,9666
harvestcraft:cornbreaditem,4.0,4,1.2,Cornbread,['ore:foodCornbread'],Pam's HarvestCraft,9192
harvestcraft:cornchipsitem,4.0,3,1.2,Corn Chips,['ore:foodCornchips'],Pam's HarvestCraft,9858
harvestcraft:corndogitem,5.0,6,1.2,Corn Dog,['ore:foodCorndog'],Pam's HarvestCraft,9669
harvestcraft:cornedbeefbreakfastitem,24.0,26,1.2,Corned Beef Breakfast,['ore:foodCornedbeefbreakfast'],Pam's HarvestCraft,9980
harvestcraft:cornedbeefhashitem,17.0,18,1.2,Corned Beef Hash,['ore:foodCornedbeefhash'],Pam's HarvestCraft,9967
harvestcraft:cornedbeefitem,9.0,9,1.2,Corned Beef,['ore:foodCornedbeef'],Pam's HarvestCraft,9642
harvestcraft:cornflakesitem,3.0,2,1.2,Cornflakes,['ore:foodCornflakes'],Pam's HarvestCraft,9549
harvestcraft:cornishpastyitem,7.0,8,1.2,Cornish Pasty,['ore:foodCornishpasty'],Pam's HarvestCraft,9563
harvestcraft:cornitem,1.0,1,0.6,Corn,"['ore:cropCorn', 'ore:listAllveggie']",Pam's HarvestCraft,8747
harvestcraft:cornonthecobitem,2.0,3,1.2,Corn on the Cob,['ore:foodCornonthecob'],Pam's HarvestCraft,9190
harvestcraft:cottagepieitem,7.0,8,1.2,Cottage Pie,['ore:foodCottagepie'],Pam's HarvestCraft,9564
harvestcraft:cottoncandyitem,8.0,5,1.2,Cotton Candy,['ore:foodCottoncandy'],Pam's HarvestCraft,9643
harvestcraft:cottonitem,1.0,1,0.6,Cotton,['ore:cropCotton'],Pam's HarvestCraft,8827
harvestcraft:crabcookeditem,2.0,2,1.2,Cooked Crab,"['ore:foodCrabcooked', 'ore:listAllfishcooked']",Pam's HarvestCraft,9517
harvestcraft:crabkimbapitem,7.0,6,1.2,Crab Kimbap,['ore:foodCrabkimbap'],Pam's HarvestCraft,9716
harvestcraft:crabrawitem,1.0,1,0.6,Raw Crab,"['ore:fish', 'ore:foodCrabraw', 'ore:listAllfishraw']",Pam's HarvestCraft,10007
harvestcraft:crackeritem,7.0,4,1.2,Cracker,['ore:foodCracker'],Pam's HarvestCraft,9611
harvestcraft:crackersandcheeseitem,6.0,8,1.2,Crackers and Cheese,['ore:foodCrackersandcheese'],Pam's HarvestCraft,9667
harvestcraft:crackersitem,4.0,6,1.2,Crackers,['ore:foodCrackers'],Pam's HarvestCraft,9644
harvestcraft:cracklinsitem,6.0,5,1.2,Cracklins,['ore:foodCracklins'],Pam's HarvestCraft,9749
harvestcraft:cranberrybaritem,4.0,5,1.2,Cranberry Bar,['ore:foodCranberrybar'],Pam's HarvestCraft,9372
harvestcraft:cranberryitem,1.0,1,0.6,Cranberry,"['ore:cropCranberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8835
harvestcraft:cranberryjellyitem,3.0,2,1.2,Cranberry Jelly,['ore:foodCranberryjelly'],Pam's HarvestCraft,9398
harvestcraft:cranberryjellysandwichitem,8.0,6,1.2,Cranberry Jelly Sandwich,['ore:foodCranberryjellysandwich'],Pam's HarvestCraft,9399
harvestcraft:cranberryjuiceitem,2.0,2,1.2,Cranberry Juice,"['ore:foodCranberryjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9128
harvestcraft:cranberrysauceitem,3.0,2,1.2,Cranberry Sauce,['ore:foodCranberrysauce'],Pam's HarvestCraft,9371
harvestcraft:cranberrysmoothieitem,3.0,3,1.2,Cranberry Smoothie,"['ore:foodCranberrysmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9596
harvestcraft:cranberryyogurtitem,3.0,2,1.2,Cranberry Yogurt,"['ore:foodCranberryyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9597
harvestcraft:crawfishetoufeeitem,9.0,10,1.2,Crawfish Etoufee,['ore:foodCrawfishetoufee'],Pam's HarvestCraft,9913
harvestcraft:crayfishcookeditem,2.0,2,1.2,Cooked Crayfish,['ore:foodCrayfishcooked'],Pam's HarvestCraft,9518
harvestcraft:crayfishrawitem,1.0,1,0.6,Raw Crayfish,['ore:foodCrayfishraw'],Pam's HarvestCraft,10008
harvestcraft:crayfishsaladitem,8.0,8,1.2,Crayfish Salad,['ore:foodCrayfishsalad'],Pam's HarvestCraft,9740
harvestcraft:creamcookieitem,6.0,6,1.2,Cream Cookie,"['ore:foodCreamcookie', 'ore:listAllcookie']",Pam's HarvestCraft,9344
harvestcraft:creamedbroccolisoupitem,7.0,6,1.2,Creamed Broccoli Soup,['ore:foodCreamedbroccolisoup'],Pam's HarvestCraft,9261
harvestcraft:creamedcornitem,4.0,3,1.2,Creamed Corn,['ore:foodCreamedcorn'],Pam's HarvestCraft,9197
harvestcraft:creamofavocadosoupitem,7.0,6,1.2,Cream of Avocado Soup,['ore:foodCreamofavocadosoup'],Pam's HarvestCraft,9302
harvestcraft:creepercookieitem,5.0,5,1.2,Creeper Cookie,"['ore:foodCreepercookie', 'ore:listAllcookie']",Pam's HarvestCraft,9634
harvestcraft:creeperwingsitem,5.0,6,1.2,Creeper Wings,['ore:foodCreeperwings'],Pam's HarvestCraft,9645
harvestcraft:crispyricepuffbarsitem,8.0,5,1.2,Crispy Rice Puff Bar,['ore:foodCrispyricepuffbars'],Pam's HarvestCraft,9699
harvestcraft:crispyricepuffcerealitem,3.0,2,1.2,Crispy Rice Puff Cereal,['ore:foodCrispyricepuffcereal'],Pam's HarvestCraft,9698
harvestcraft:croissantitem,4.0,6,1.2,Croissant,['ore:foodCroissant'],Pam's HarvestCraft,9565
harvestcraft:cucumberitem,1.0,1,0.6,Cucumber,"['ore:cropCucumber', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8753
harvestcraft:cucumbersaladitem,5.0,3,1.2,Cucumber Salad,['ore:foodCucumbersalad'],Pam's HarvestCraft,9211
harvestcraft:cucumbersandwichitem,5.0,8,1.2,Cucumber Sandwich,['ore:foodCucumbersandwich'],Pam's HarvestCraft,9828
harvestcraft:cucumbersoupitem,5.0,4,1.2,Cucumber Soup,['ore:foodCucumbersoup'],Pam's HarvestCraft,9212
harvestcraft:curryitem,7.0,6,1.2,Curry Rice,['ore:foodCurry'],Pam's HarvestCraft,9218
harvestcraft:curryleafitem,1.0,1,0.6,Curry Leaf,['ore:cropCurryleaf'],Pam's HarvestCraft,8841
harvestcraft:custarditem,5.0,5,1.2,Custard,['ore:foodCustard'],Pam's HarvestCraft,9387
harvestcraft:damperitem,5.0,5,1.2,Damper,['ore:foodDamper'],Pam's HarvestCraft,9506
harvestcraft:dandelionsaladitem,3.0,3,1.2,Marigold Salad,['ore:foodDandelionsalad'],Pam's HarvestCraft,9829
harvestcraft:dandelionteaitem,6.0,3,1.2,Marigold Tea,['ore:foodDandeliontea'],Pam's HarvestCraft,9848
harvestcraft:dangoitem,8.0,10,1.2,Dango,['ore:foodDango'],Pam's HarvestCraft,9916
harvestcraft:dateitem,1.0,1,0.6,Date,"['ore:cropDate', 'ore:listAllfruit']",Pam's HarvestCraft,8894
harvestcraft:datenutbreaditem,4.0,5,1.2,Date Nut Bread,['ore:foodDatenutbread'],Pam's HarvestCraft,9480
harvestcraft:delightedmealitem,18.0,15,1.2,Delighted Meal,['ore:foodDelightedmeal'],Pam's HarvestCraft,9957
harvestcraft:deluxecheeseburgeritem,8.0,10,1.2,Deluxe Cheeseburger,['ore:foodDeluxecheeseburger'],Pam's HarvestCraft,9900
harvestcraft:deluxechickencurryitem,21.0,19,1.2,Deluxe Chicken Curry,['ore:foodDeluxechickencurry'],Pam's HarvestCraft,9971
harvestcraft:deluxenachoesitem,21.0,16,1.2,Deluxe Nachos,['ore:foodDeluxenachoes'],Pam's HarvestCraft,9960
harvestcraft:deviledeggitem,7.0,7,1.2,Deviled Egg,['ore:foodDeviledegg'],Pam's HarvestCraft,9685
harvestcraft:dhalitem,8.0,7,1.2,Dhal,['ore:foodDhal'],Pam's HarvestCraft,9646
harvestcraft:dimsumitem,6.0,8,1.2,Dim Sum,['ore:foodDimsum'],Pam's HarvestCraft,9567
harvestcraft:donutitem,3.0,4,1.2,Donut,['ore:foodDonut'],Pam's HarvestCraft,9333
harvestcraft:dragonfruititem,1.0,1,0.6,Dragonfruit,"['ore:cropDragonfruit', 'ore:listAllfruit']",Pam's HarvestCraft,8909
harvestcraft:driedsoupitem,3.0,3,1.2,Dried Soup,['ore:foodDriedsoup'],Pam's HarvestCraft,9715
harvestcraft:duckcookeditem,2.0,2,1.2,Cooked Duck,"['ore:foodDuckcooked', 'ore:listAllduckcooked', 'ore:listAllmeatcooked']",Pam's HarvestCraft,9726
harvestcraft:duckrawitem,1.0,1,1.2,Raw Duck,"['ore:foodDuckraw', 'ore:listAllduckraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9725
harvestcraft:durianitem,1.0,1,0.6,Durian,['ore:cropDurian'],Pam's HarvestCraft,9018
harvestcraft:durianmilkshakeitem,4.0,3,1.2,Durian Milkshake,['ore:foodDurianmilkshake'],Pam's HarvestCraft,9647
harvestcraft:durianmuffinitem,3.0,4,1.2,Durian Muffin,['ore:foodDurianmuffin'],Pam's HarvestCraft,9648
harvestcraft:earlgreyteaitem,3.0,2,1.2,"Tea, Earl Grey, Hot",['ore:foodEarlgreytea'],Pam's HarvestCraft,9753
harvestcraft:ediblerootitem,2.0,1,0.6,Edible Root,['ore:cropEdibleroot'],Pam's HarvestCraft,9078
harvestcraft:eelrawitem,1.0,1,0.6,Raw Eel,['ore:foodEelraw'],Pam's HarvestCraft,10009
harvestcraft:eggnogitem,5.0,5,1.2,Egg Nog,['ore:foodEggnog'],Pam's HarvestCraft,9386
harvestcraft:eggplantitem,1.0,1,0.6,Eggplant,"['ore:cropEggplant', 'ore:listAllveggie']",Pam's HarvestCraft,8819
harvestcraft:eggplantparmitem,5.0,5,1.2,Eggplant Parm,['ore:foodEggplantparm'],Pam's HarvestCraft,9249
harvestcraft:eggrollitem,5.0,6,1.2,Egg Roll,['ore:foodEggroll'],Pam's HarvestCraft,9754
harvestcraft:eggsaladitem,4.0,4,1.2,Egg Salad,['ore:foodEggsalad'],Pam's HarvestCraft,9164
harvestcraft:eggsbenedictitem,9.0,12,1.2,Eggs Benedict,['ore:foodEggsbenedict'],Pam's HarvestCraft,9938
harvestcraft:eggtartitem,8.0,8,1.2,Egg Tart,['ore:foodEggtart'],Pam's HarvestCraft,9755
harvestcraft:elderberryitem,1.0,1,0.6,Elderberry,"['ore:cropElderberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8861
harvestcraft:enchiladaitem,13.0,11,1.2,Enchilada,['ore:foodEnchilada'],Pam's HarvestCraft,9927
harvestcraft:energydrinkitem,4.0,5,1.2,Energy Drink,['ore:foodEnergydrink'],Pam's HarvestCraft,9532
harvestcraft:epicbaconitem,1.0,9,1.2,Epic Bacon,['ore:foodEpicbacon'],Pam's HarvestCraft,9495
harvestcraft:epicbltitem,1.0,13,1.2,Epic BLT,['ore:foodEpicblt'],Pam's HarvestCraft,9945
harvestcraft:escargotitem,5.0,5,1.2,Escargot,['ore:foodEscargot'],Pam's HarvestCraft,9767
harvestcraft:espressoitem,2.0,4,1.2,Espresso,['ore:foodEspresso'],Pam's HarvestCraft,9252
harvestcraft:etonmessitem,6.0,4,1.2,Eton Mess,['ore:foodEtonmess'],Pam's HarvestCraft,9814
harvestcraft:extremechiliitem,6.0,5,1.2,Extreme Chili,['ore:foodExtremechili'],Pam's HarvestCraft,9231
harvestcraft:fairybreaditem,4.0,8,1.2,Fairy Bread,['ore:foodFairybread'],Pam's HarvestCraft,9504
harvestcraft:festivalbreaditem,4.0,5,1.2,Festival Bread,['ore:foodFestivalbread'],Pam's HarvestCraft,9721
harvestcraft:fiestacornsaladitem,8.0,7,1.2,Fiesta Corn Salad,['ore:foodFiestacornsalad'],Pam's HarvestCraft,9704
harvestcraft:figbaritem,4.0,5,1.2,Fig Bar,['ore:foodFigbar'],Pam's HarvestCraft,9461
harvestcraft:figitem,1.0,1,0.6,Fig,"['ore:cropFig', 'ore:listAllfruit']",Pam's HarvestCraft,8903
harvestcraft:figjellyitem,3.0,2,1.2,Fig Jelly,['ore:foodFigjelly'],Pam's HarvestCraft,9462
harvestcraft:figjellysandwichitem,8.0,6,1.2,Fig Jelly Sandwich,['ore:foodFigjellysandwich'],Pam's HarvestCraft,9463
harvestcraft:figjuiceitem,2.0,2,1.2,Fig Juice,"['ore:foodFigjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9133
harvestcraft:figsmoothieitem,3.0,3,1.2,Fig Smoothie,"['ore:foodFigsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9464
harvestcraft:figyogurtitem,3.0,2,1.2,Fig Yogurt,"['ore:foodFigyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9465
harvestcraft:firmtofuitem,1.0,2,1.2,Firm Tofu,['ore:foodFirmtofu'],Pam's HarvestCraft,9450
harvestcraft:fishandchipsitem,7.0,7,1.2,Fish and Chips,['ore:foodFishandchips'],Pam's HarvestCraft,9159
harvestcraft:fishdinneritem,5.0,7,1.2,Fish Dinner,['ore:foodFishdinner'],Pam's HarvestCraft,9235
harvestcraft:fishlettucewrapitem,4.0,3,1.2,Fish Lettuce Wrap,['ore:foodFishlettucewrap'],Pam's HarvestCraft,9183
harvestcraft:fishsandwichitem,4.0,6,1.2,Fish Sandwich,['ore:foodFishsandwich'],Pam's HarvestCraft,9157
harvestcraft:fishsticksitem,3.0,5,1.2,Fish Sticks,['ore:foodFishsticks'],Pam's HarvestCraft,9158
harvestcraft:fishtacoitem,10.0,8,1.2,Fish Taco,['ore:foodFishtaco'],Pam's HarvestCraft,9196
harvestcraft:flaxitem,1.0,1,0.6,Flax,"['ore:cropFlax', 'ore:listAllfiber']",Pam's HarvestCraft,8863
harvestcraft:footlongitem,7.0,8,1.2,Footlong,['ore:foodFootlong'],Pam's HarvestCraft,9347
harvestcraft:fortunecookieitem,5.0,5,1.2,Fortune Cookie,"['ore:foodFortunecookie', 'ore:listAllcookie']",Pam's HarvestCraft,9684
harvestcraft:frenchtoastitem,7.0,8,1.2,French Toast,['ore:foodFrenchtoast'],Pam's HarvestCraft,9331
harvestcraft:friedbolognasandwichitem,10.0,8,1.2,Fried Bologna Sandwich,['ore:foodFriedbolognasandwich'],Pam's HarvestCraft,9842
harvestcraft:friedchickenitem,6.0,8,1.2,Fried Chicken,['ore:foodFriedchicken'],Pam's HarvestCraft,9346
harvestcraft:friedeggitem,2.0,3,1.2,Fried Egg,['ore:foodFriedegg'],Pam's HarvestCraft,9161
harvestcraft:friedfeastitem,23.0,18,1.2,Fried Feast,['ore:foodFriedfeast'],Pam's HarvestCraft,9969
harvestcraft:friedgreentomatoesitem,4.0,5,1.2,Fried Green Tomatoes,['ore:foodFriedgreentomatoes'],Pam's HarvestCraft,9688
harvestcraft:friedonionsitem,3.0,2,1.2,Fried Onions,['ore:foodFriedonions'],Pam's HarvestCraft,9533
harvestcraft:friedpecanokraitem,5.0,4,1.2,Fried Pecan Okra,['ore:foodFriedpecanokra'],Pam's HarvestCraft,9568
harvestcraft:friedriceitem,5.0,5,1.2,Fried Rice,['ore:foodFriedrice'],Pam's HarvestCraft,9216
harvestcraft:friesitem,4.0,2,1.2,Fries,['ore:foodFries'],Pam's HarvestCraft,9145
harvestcraft:frogcookeditem,2.0,2,1.2,Cooked Frog Legs,"['ore:foodFrogcooked', 'ore:listAllfrogcooked']",Pam's HarvestCraft,9519
harvestcraft:froglegstirfryitem,6.0,6,1.2,Frog Leg Stirfry,['ore:foodFroglegstirfry'],Pam's HarvestCraft,9717
harvestcraft:frograwitem,1.0,1,0.6,Raw Frog,"['ore:foodFrograw', 'ore:listAllfrograw']",Pam's HarvestCraft,10010
harvestcraft:frosteddonutitem,3.0,8,1.2,Frosted Donut,['ore:foodFrosteddonut'],Pam's HarvestCraft,9337
harvestcraft:fruitcakeitem,10.0,11,1.2,Fruit Cake,['ore:foodFruitcake'],Pam's HarvestCraft,9925
harvestcraft:fruitcreamfestivalbreaditem,7.0,7,1.2,Fruit Cream Festival Bread,['ore:foodFruitcreamfestivalbread'],Pam's HarvestCraft,9722
harvestcraft:fruitcrumbleitem,5.0,5,1.2,Fruit Crumble,['ore:foodFruitcrumble'],Pam's HarvestCraft,9305
harvestcraft:fruitpunchitem,3.0,2,1.2,Fruit Punch,['ore:foodFruitpunch'],Pam's HarvestCraft,9380
harvestcraft:fruitsaladitem,2.0,2,1.2,Fruit Salad,['ore:foodFruitsalad'],Pam's HarvestCraft,9175
harvestcraft:futomakiitem,9.0,9,1.2,Futo Maki,['ore:foodFutomaki'],Pam's HarvestCraft,9500
harvestcraft:gardensoupitem,4.0,4,1.2,Garden Soup,['ore:foodGardensoup'],Pam's HarvestCraft,9389
harvestcraft:garlicbreaditem,5.0,7,1.2,Garlic Bread,['ore:foodGarlicbread'],Pam's HarvestCraft,9279
harvestcraft:garlicchickenitem,4.0,6,1.2,Garlic Chicken,['ore:foodGarlicchicken'],Pam's HarvestCraft,9281
harvestcraft:garlicitem,1.0,1,0.6,Garlic,"['ore:cropGarlic', 'ore:listAllherb', 'ore:sweetHerb']",Pam's HarvestCraft,8779
harvestcraft:garlicmashedpotatoesitem,8.0,6,1.2,Garlic Mashed Potatoes,['ore:foodGarlicmashedpotatoes'],Pam's HarvestCraft,9280
harvestcraft:garlicsteakitem,5.0,6,1.2,Garlic Steak,['ore:foodGarlicsteak'],Pam's HarvestCraft,9743
harvestcraft:generaltsochickenitem,7.0,7,1.2,General Tso's Chicken,['ore:foodGeneraltsochicken'],Pam's HarvestCraft,9498
harvestcraft:gherkinitem,5.0,5,1.2,Gherkin,['ore:foodGherkin'],Pam's HarvestCraft,9507
harvestcraft:gigapickleitem,1.0,1,0.6,Giga Pickle,"['ore:foodGigapickle', 'ore:foodPickles']",Pam's HarvestCraft,8847
harvestcraft:gingerbreaditem,5.0,7,1.2,Ginger Bread,['ore:foodGingerbread'],Pam's HarvestCraft,9272
harvestcraft:gingerchickenitem,5.0,6,1.2,Ginger Chicken,['ore:foodGingerchicken'],Pam's HarvestCraft,9437
harvestcraft:gingeredrhubarbtartitem,6.0,8,1.2,Gingered Rhubarb Tart,['ore:foodGingeredrhubarbtart'],Pam's HarvestCraft,9440
harvestcraft:gingeritem,1.0,1,0.6,Ginger,"['ore:cropGinger', 'ore:foodVegetable', 'ore:listAllspice']",Pam's HarvestCraft,8781
harvestcraft:gingersnapsitem,4.0,3,1.2,Ginger Snaps,['ore:foodGingersnaps'],Pam's HarvestCraft,9273
harvestcraft:gingersodaitem,4.0,3,1.2,Ginger Ale,"['ore:foodGingersoda', 'ore:listAllsoda']",Pam's HarvestCraft,9427
harvestcraft:glazedcarrotsitem,4.0,4,1.2,Glazed Carrots,['ore:foodGlazedcarrots'],Pam's HarvestCraft,9139
harvestcraft:glisteningsaladitem,6.0,12,1.2,Glistening Salad,['ore:foodGlisteningsalad'],Pam's HarvestCraft,9939
harvestcraft:gooseberryitem,1.0,1,0.6,Gooseberry,"['ore:cropGooseberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8976
harvestcraft:gooseberryjellyitem,3.0,2,1.2,Gooseberry Jelly,['ore:foodGooseberryjelly'],Pam's HarvestCraft,9569
harvestcraft:gooseberryjellysandwichitem,8.0,6,1.2,Gooseberry Jelly Sandwich,['ore:foodGooseberryjellysandwich'],Pam's HarvestCraft,9570
harvestcraft:gooseberrymilkshakeitem,4.0,3,1.2,Gooseberry Milkshake,['ore:foodGooseberrymilkeshake'],Pam's HarvestCraft,9571
harvestcraft:gooseberrypieitem,4.0,5,1.2,Gooseberry Pie,['ore:foodGooseberrypie'],Pam's HarvestCraft,9572
harvestcraft:gooseberrysmoothieitem,3.0,3,1.2,Gooseberry Smoothie,"['ore:foodGooseberrysmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9573
harvestcraft:gooseberryyogurtitem,3.0,2,1.2,Gooseberry Yogurt,"['ore:foodGooseberryyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9574
